# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	Sample Type	Sample_Name_Seq_R1	UUID1_R1	Sample_Name_Seq_R2	UUID_R2
C3L-02616	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02616_tumor.transcripts.gtf.gz	23090128	gtf	7e11a0ae30afa1a4eb974f56c80f99d7	tumor	C3L-02616.RNA-Seq.R1.T	758d490d-5c7c-4fa6-92db-a0b0bc819c2e	C3L-02616.RNA-Seq.R2.T	8b618071-ac4c-4cdc-bf3a-a0b73b51f015
C3L-02617	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02617_tumor.transcripts.gtf.gz	21166361	gtf	a9ba302798358e5c0c8b864b80856926	tumor	C3L-02617.RNA-Seq.R1.T	22f265ef-073e-4439-a182-721b1e73ae87	C3L-02617.RNA-Seq.R2.T	a6870dad-b2e8-4229-90dc-a984d0e301ac
C3L-02619	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02619_tissue_normal.transcripts.gtf.gz	19623713	gtf	6130046d990ccab29a1e783f6d4afc9d	tissue_normal	C3L-02619.RNA-Seq.R1.A	0bfdc730-4c3b-4e4b-8955-54e22c896cda	C3L-02619.RNA-Seq.R2.A	a5b1ad06-1419-43a9-91de-b5ca9d912edb
C3L-02619	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02619_tumor.transcripts.gtf.gz	19021456	gtf	bfea334bfa12bd4e6a585d07d7c06036	tumor	C3L-02619.RNA-Seq.R1.T	fa0b3288-254d-4ddf-be1d-30a9f308e479	C3L-02619.RNA-Seq.R2.T	33870c11-875d-4612-b2f5-6fca70a78a51
C3L-02621	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02621_tissue_normal.transcripts.gtf.gz	20459555	gtf	3ef7ec60ba8bd13d7e7513bdba6842ec	tissue_normal	C3L-02621.RNA-Seq.R1.A	265d9f67-617f-483e-a9bd-4e57ca8233e7	C3L-02621.RNA-Seq.R2.A	f9ffd56c-75e7-423e-b828-970d1925f002
C3L-02621	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02621_tumor.transcripts.gtf.gz	20605622	gtf	c3646804c27503ffae32c1644662aea4	tumor	C3L-02621.RNA-Seq.R1.T	a7fffb0e-420f-4b9e-913c-734eb8094125	C3L-02621.RNA-Seq.R2.T	db274a48-4275-4af0-a114-841f96437811
C3L-02624	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02624_tissue_normal.transcripts.gtf.gz	18432890	gtf	3d657fcee19eae97085c9c7c8d1df2d8	tissue_normal	C3L-02624.RNA-Seq.R1.A	68af9350-beb8-4fcb-909a-f6fa91c82d3e	C3L-02624.RNA-Seq.R2.A	e5c0fe70-a7f2-4296-9251-f2cce119cdc2
C3L-02624	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02624_tumor.transcripts.gtf.gz	20758563	gtf	009c9281c324e5b1aa79d82bcc444fb7	tumor	C3L-02624.RNA-Seq.R1.T	5cd74265-d7d3-44d6-a11b-5c2d32232388	C3L-02624.RNA-Seq.R2.T	e1a3f69b-ee57-4a0e-8bfb-eef41f0df37c
C3L-02625	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02625_tissue_normal.transcripts.gtf.gz	20109076	gtf	eb50815855858f41b630e72d8ef6874f	tissue_normal	C3L-02625.RNA-Seq.R1.A	0ae34a3f-8738-4980-8091-9fdef3e94af9	C3L-02625.RNA-Seq.R2.A	381b6fc2-3ebb-4ff8-84c9-a8096f90a2a4
C3L-02625	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02625_tumor.transcripts.gtf.gz	21012831	gtf	99b0bbfb8024383af95f43932ffdfc53	tumor	C3L-02625.RNA-Seq.R1.T	28c96c62-3cea-4588-81da-ddf4d0d1ec20	C3L-02625.RNA-Seq.R2.T	f42ddcfe-9bab-4114-a5f6-fc7bafcaf4af
C3L-02627	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02627_tissue_normal.transcripts.gtf.gz	19817930	gtf	f181e7efcf5bef2acb583fa962bce23c	tissue_normal	C3L-02627.RNA-Seq.R1.A	fbada907-d74d-4ca1-9f34-ee73a0dba9d6	C3L-02627.RNA-Seq.R2.A	3653291b-d499-455b-8567-429fc2470f86
C3L-02627	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02627_tumor.transcripts.gtf.gz	19265644	gtf	993d2302d7e09d48f269ece1c076dc6e	tumor	C3L-02627.RNA-Seq.R1.T	06fdf88a-5317-432c-861d-a33566c8289d	C3L-02627.RNA-Seq.R2.T	f7775c82-5064-4aa9-b045-ef1acd72e1e7
C3L-02629	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02629_tissue_normal.transcripts.gtf.gz	19365469	gtf	d0c61cc035ecbce047cd2c41c337d8db	tissue_normal	C3L-02629.RNA-Seq.R1.A	82e7b413-d581-4842-b166-c4151b876f26	C3L-02629.RNA-Seq.R2.A	d43fb6ff-5fdf-4c7d-980a-36751852488a
C3L-02629	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02629_tumor.transcripts.gtf.gz	21679074	gtf	de4ec2aa2315512fe5df6c7701befb14	tumor	C3L-02629.RNA-Seq.R1.T	01819a3f-5ba5-4885-a6ed-1a6e2ad9b18c	C3L-02629.RNA-Seq.R2.T	d571cdec-01e1-4674-8842-18f97f51ba8e
C3L-02642	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02642_tumor.transcripts.gtf.gz	23891842	gtf	2d97bb80f65b4d1c17ec3f4b070e7925	tumor	C3L-02642.RNA-Seq.R1.T	4334c783-04ef-40ab-9904-68713ce55e58	C3L-02642.RNA-Seq.R2.T	7cc72175-22fd-41bc-a316-523ce9741ad2
C3L-02646	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02646_tumor.transcripts.gtf.gz	20288760	gtf	473272b82991d96c10e4790c9c77879f	tumor	C3L-02646.RNA-Seq.R1.T	36760be8-bc8c-4f1f-bbb5-e7666c6d80ac	C3L-02646.RNA-Seq.R2.T	d90d060a-db2c-4010-bb49-fb57929dd7f9
C3L-02648	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02648_tissue_normal.transcripts.gtf.gz	19977774	gtf	4cf6a9a103614091c73e992a89c1e108	tissue_normal	C3L-02648.RNA-Seq.R1.A	929e8362-6fb7-4ee2-b72f-4189ccd885c6	C3L-02648.RNA-Seq.R2.A	14c86078-8e3e-4341-8f4c-a841c8ece202
C3L-02648	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02648_tumor.transcripts.gtf.gz	19589505	gtf	c85daab5f0edc2bd3eabfcb1add08cb8	tumor	C3L-02648.RNA-Seq.R1.T	f8c24041-3a00-4433-9fa2-3630b4c2aaff	C3L-02648.RNA-Seq.R2.T	1a7b33db-2d08-40f5-ac8e-88bdd1d3507a
C3L-02649	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02649_tissue_normal.transcripts.gtf.gz	18971681	gtf	bc6d977ebd6df9d2fdd12116efa86063	tissue_normal	C3L-02649.RNA-Seq.R1.A	774c3f15-e308-4e3b-96bc-e30685e9655e	C3L-02649.RNA-Seq.R2.A	fb856237-c04a-45da-9d8b-8f8e15b97d38
C3L-02649	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02649_tumor.transcripts.gtf.gz	20795388	gtf	55975a5310ddf77763c56f2509ffc8e7	tumor	C3L-02649.RNA-Seq.R1.T	660ae3d2-975a-48fc-ad93-2c288f4c4cac	C3L-02649.RNA-Seq.R2.T	1d0ac55c-c17d-403f-b40c-2d29a5181eae
C3L-02650	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02650_tissue_normal.transcripts.gtf.gz	18442901	gtf	2b3795cd32f00b98abed30a511963a60	tissue_normal	C3L-02650.RNA-Seq.R1.A	cbe9fab9-c74a-4bf9-9a64-086c18f029a1	C3L-02650.RNA-Seq.R2.A	f5440b74-3438-4f23-b922-126b6c66b89a
C3L-02650	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02650_tumor.transcripts.gtf.gz	20692411	gtf	be723f78140ac3b6d5e155a0ab4dcf88	tumor	C3L-02650.RNA-Seq.R1.T	52875c96-57a5-4690-bb20-1b52e8b91674	C3L-02650.RNA-Seq.R2.T	4a8c3560-09bb-4ce0-af4a-1a1a720c63d5
C3L-02651	HNSCC	RNA-Seq_Transcript	v1.2	20190829	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1.2_Y2.b4_20190829/C3L-02651_tissue_normal.transcripts.gtf.gz	19539214	gtf	abd35512cc31499c500f366914aba71c	tissue_normal	C3L-02651.RNA-Seq.R1.A	2dbd549b-e379-420c-92ed-5d8c178ec879	C3L-02651.RNA-Seq.R2.A	71d88074-202b-47d6-b1ef-077051148409
C3L-02651	HNSCC	RNA-Seq_Transcript	v1.2	20190829	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1.2_Y2.b4_20190829/C3L-02651_tumor.transcripts.gtf.gz	19180462	gtf	890539cc168e970f99bb40461e5ee255	tumor	C3L-02651.RNA-Seq.R1.T	0b2cd295-9ab3-41f1-b440-125ee4f411ee	C3L-02651.RNA-Seq.R2.T	04efa0a5-6559-4aa7-a4d7-11d25e62f637
C3L-02660	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02660_tissue_normal.transcripts.gtf.gz	18476647	gtf	db53a43e8a45657f8daa5ce2382afcbb	tissue_normal	C3L-02660.RNA-Seq.R1.A	4b4f25d4-86f3-42bd-a24c-8b6ba4444114	C3L-02660.RNA-Seq.R2.A	c1aff8d7-7509-42cb-8576-7b78419db74c
C3L-02660	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02660_tumor.transcripts.gtf.gz	19178035	gtf	b9a30d499dc3bff3dce47a2b0e420946	tumor	C3L-02660.RNA-Seq.R1.T	74a02796-23b8-4058-8ad9-5e7d0a293bca	C3L-02660.RNA-Seq.R2.T	8f915fb8-ea14-41e0-9132-7074288407a4
C3L-02661	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02661_tissue_normal.transcripts.gtf.gz	18888452	gtf	f6af8c212934b936c65553f77df05f1a	tissue_normal	C3L-02661.RNA-Seq.R1.A	29105d2e-da1a-4b01-a43d-978652b480da	C3L-02661.RNA-Seq.R2.A	0a73c3fd-b91a-4933-b213-bcd787861324
C3L-02661	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02661_tumor.transcripts.gtf.gz	21707295	gtf	4f4ca7a494b4373c2b971d4d2ffd8a6d	tumor	C3L-02661.RNA-Seq.R1.T	8bf8131a-1bfd-420a-a617-29cf7cd5595a	C3L-02661.RNA-Seq.R2.T	dd066b3b-d5c8-45c4-a854-221d47dae8f2
C3L-02665	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02665_tissue_normal.transcripts.gtf.gz	19823990	gtf	b530e7a1901e545e32eaf8123e051bcc	tissue_normal	C3L-02665.RNA-Seq.R1.A	4f8d52cb-6616-49c1-8335-2b70f90ecbb8	C3L-02665.RNA-Seq.R2.A	33d2a666-0d27-43a9-bbf8-e3c7a27f59ae
C3L-02665	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02665_tumor.transcripts.gtf.gz	21837919	gtf	3665e6805ece6dda3fc9e1f136c0f8e5	tumor	C3L-02665.RNA-Seq.R1.T	911034e6-d213-4670-aa95-42621a8126b8	C3L-02665.RNA-Seq.R2.T	18bf9f8e-1f05-4202-baff-bd878b107a4f
C3L-02669	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02669_tissue_normal.transcripts.gtf.gz	19578967	gtf	3f5a450bdca0f2700a7eb92418dddba7	tissue_normal	C3L-02669.RNA-Seq.R1.A	06be14d7-ed37-40be-8acb-5314fc60c8cf	C3L-02669.RNA-Seq.R2.A	c0abdf9c-0eef-48a2-a405-b8d7aa71adc5
C3L-02669	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02669_tumor.transcripts.gtf.gz	20980686	gtf	4b0dbaabf4488b91805ee69696d5fd2a	tumor	C3L-02669.RNA-Seq.R1.T	a7850847-6b0d-4716-8bd9-e3a82e347f22	C3L-02669.RNA-Seq.R2.T	4107e3b6-5695-4113-a3a4-e365c6b34f4e
C3L-02704	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02704_tumor.transcripts.gtf.gz	19454884	gtf	b185aaa5d94d4962ed15ed6337289a1d	tumor	C3L-02704.RNA-Seq.R1.T	a3d39428-6703-4d2b-b5d7-246b40fbf69a	C3L-02704.RNA-Seq.R2.T	ba57ec8b-f0e7-4a29-be8c-069fe59c0721
C3L-02705	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02705_tumor.transcripts.gtf.gz	21545015	gtf	4b134ca421bafaf6b7b756d49da83b3e	tumor	C3L-02705.RNA-Seq.R1.T	31ad97f9-8f0a-4939-9b27-aeecc345925d	C3L-02705.RNA-Seq.R2.T	593ce048-3cf6-4a27-8c02-e81b2b48d95f
C3L-02706	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02706_tumor.transcripts.gtf.gz	19770833	gtf	951ec2f361e2d985574cc0ecec823fcc	tumor	C3L-02706.RNA-Seq.R1.T	89b695ac-d4e9-4449-9e46-18dd3b95dd2f	C3L-02706.RNA-Seq.R2.T	4b7ebdc9-1b68-4257-b5d8-6c53874971c7
C3L-02707	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02707_tumor.transcripts.gtf.gz	21165122	gtf	a8ff17a72b67db3793fc82ba6d332dc9	tumor	C3L-02707.RNA-Seq.R1.T	86aa2222-5a98-4edf-a4a1-4b1b2cebc0d8	C3L-02707.RNA-Seq.R2.T	5c3ce60e-8c59-48b3-b7bf-64d8d7316fbc
C3L-02708	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02708_tumor.transcripts.gtf.gz	22577798	gtf	492cadebc2513045d448f961ed5ab9ca	tumor	C3L-02708.RNA-Seq.R1.T	096c41c4-c85b-4617-9334-4d1c4501e59d	C3L-02708.RNA-Seq.R2.T	5cd8f085-f849-4d31-88f5-dca6ffae2523
C3L-02834	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02834_tissue_normal.transcripts.gtf.gz	20760419	gtf	6c4e923b505522b89cdf7b555ce5af11	tissue_normal	C3L-02834.RNA-Seq.R1.A	2e99d1c7-3e0e-4254-8f2f-f01ee5156a9f	C3L-02834.RNA-Seq.R2.A	d6d03f11-4a9f-4e92-9da3-c5941b2bfaa5
C3L-02834	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02834_tumor.transcripts.gtf.gz	20628655	gtf	2e54c66b6fae7eb88fab8e784b031c94	tumor	C3L-02834.RNA-Seq.R1.T	ca9740e8-4c6a-4035-afd7-ce31585fec56	C3L-02834.RNA-Seq.R2.T	c1914d5e-4cd1-44d7-b9d3-c8bcb774dbbf
C3L-02841	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02841_tissue_normal.transcripts.gtf.gz	19451379	gtf	8e2b089806b5a2b4f2ba13ef14fab9a4	tissue_normal	C3L-02841.RNA-Seq.R1.A	447373ad-15f4-4850-ba3c-1ddb67176f37	C3L-02841.RNA-Seq.R2.A	42bdd267-ddb8-49bd-b1b5-be4ea00eab1c
C3L-02841	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02841_tumor.transcripts.gtf.gz	19611278	gtf	7acfcac6b3a04bce7fdacf3c9c58db51	tumor	C3L-02841.RNA-Seq.R1.T	01d54fce-f4a5-47a9-9a27-ddf74b6ca8e5	C3L-02841.RNA-Seq.R2.T	8935e95e-88af-4eaa-8c82-5b88b21674e8
C3L-02842	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02842_tissue_normal.transcripts.gtf.gz	20439682	gtf	44c927324243f75687e6202a5191d9bc	tissue_normal	C3L-02842.RNA-Seq.R1.A	992b3f55-0b5f-465e-986b-8cb01c7bba0e	C3L-02842.RNA-Seq.R2.A	d064b70a-12fe-4952-a3b6-1f323fb6321d
C3L-02842	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02842_tumor.transcripts.gtf.gz	19951807	gtf	ab56f490e2e66415b39fdd72cc4f25e1	tumor	C3L-02842.RNA-Seq.R1.T	9982f9c9-86e3-44aa-9e18-8a8fcd3f7809	C3L-02842.RNA-Seq.R2.T	2471fd79-72a9-4851-a843-966ed61cc81d
C3L-02856	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02856_tumor.transcripts.gtf.gz	18946305	gtf	92da68f35e05a856d11086c645228f77	tumor	C3L-02856.RNA-Seq.R1.T	a746a03f-1a50-44a4-ada0-5f47d9a2b405	C3L-02856.RNA-Seq.R2.T	702e2897-0c49-4b97-a837-320a7908430d
C3L-02857	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02857_tumor.transcripts.gtf.gz	20465129	gtf	3a0fdecac762288ac90e633b1ade731a	tumor	C3L-02857.RNA-Seq.R1.T	6dd28258-5f77-4e85-9297-1d405436765a	C3L-02857.RNA-Seq.R2.T	8ab6cb44-ccad-44f8-bd2b-c957583135ce
C3L-02891	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02891_tissue_normal.transcripts.gtf.gz	19963199	gtf	be8beeb3e7888459e1c816420d95f0e4	tissue_normal	C3L-02891.RNA-Seq.R1.A	5951182e-3ce1-4d4d-84b2-eb78eb0e0908	C3L-02891.RNA-Seq.R2.A	23f45e4a-71ff-426b-80dd-7f5868be3ccc
C3L-02891	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02891_tumor.transcripts.gtf.gz	21558331	gtf	d2203c9c4a4d2755c3763114124bd9d9	tumor	C3L-02891.RNA-Seq.R1.T	b0f21b06-17fa-472d-bf5a-d1a189bfc5c0	C3L-02891.RNA-Seq.R2.T	166ac5f0-39f7-4759-a536-41c0147bb70a
C3L-02900	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02900_tumor.transcripts.gtf.gz	22165863	gtf	3b45a5464815907053c8dad3c22752e1	tumor	C3L-02900.RNA-Seq.R1.T	ce9d64d7-7245-43fc-b9c3-83b8099af70c	C3L-02900.RNA-Seq.R2.T	ed8d7108-a0fc-4c05-88c7-b36c2a46344f
C3L-02951	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02951_tissue_normal.transcripts.gtf.gz	20790260	gtf	c374b2b158786d7d24df5be30a23f6e3	tissue_normal	C3L-02951.RNA-Seq.R1.A	52ed1a7a-21a2-4723-9c10-f9ab61ebded1	C3L-02951.RNA-Seq.R2.A	fdbb3ee9-6312-4094-913d-ad95d73301b0
C3L-02951	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02951_tumor.transcripts.gtf.gz	21884035	gtf	da41cf6fcecb089f3fbf2beb132ec66d	tumor	C3L-02951.RNA-Seq.R1.T	516c640a-c178-4bd0-87e8-203ae1af4ff3	C3L-02951.RNA-Seq.R2.T	7c9a2e6d-0af7-45f5-afff-ab09ba86dbd6
C3L-02955	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02955_tumor.transcripts.gtf.gz	22946925	gtf	d0b0d319be44309f7717dee1d3bbc7d4	tumor	C3L-02955.RNA-Seq.R1.T	e7789396-db2e-4d22-834a-b310021a57ee	C3L-02955.RNA-Seq.R2.T	fe6a58b1-0a07-44f2-b4c1-606ea06a5158
C3L-02957	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02957_tissue_normal.transcripts.gtf.gz	20528242	gtf	cc6e7f3eb03646fba3a1ec4a4a48b1ec	tissue_normal	C3L-02957.RNA-Seq.R1.A	fe2a1780-a97f-4730-921f-0d4806d7ad9a	C3L-02957.RNA-Seq.R2.A	4fa0153d-ac70-4270-a6e8-ba699b98466c
C3L-02957	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02957_tumor.transcripts.gtf.gz	20638090	gtf	80b45153024257caed2e884364a08600	tumor	C3L-02957.RNA-Seq.R1.T	1d5b23ea-0d9c-4115-b397-755c7d3f3862	C3L-02957.RNA-Seq.R2.T	112252ec-ef61-4004-8261-6cc86db28f69
C3L-02963	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02963_tissue_normal.transcripts.gtf.gz	19890987	gtf	d938f5fa35570d7058f075aefa3f7ffc	tissue_normal	C3L-02963.RNA-Seq.R1.A	9ed7af65-3342-43c4-be81-f609625b6153	C3L-02963.RNA-Seq.R2.A	25e91e4f-a859-48cb-ab59-0a0886ca1850
C3L-02963	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3L-02963_tumor.transcripts.gtf.gz	19888400	gtf	1f1488fce1d97576fda8c5af35904927	tumor	C3L-02963.RNA-Seq.R1.T	c34ead20-5eb9-48b5-aef8-ce1542b51292	C3L-02963.RNA-Seq.R2.T	07f8ab30-2bea-4757-ae30-54cc3cf7e852
